,date,title,url
35,2008-06-28,Inherit a rent boy,https://daphnecaruanagalizia.com/2008/06/inherit-a-rent-boy/
36,2008-06-26,More prosy points,https://daphnecaruanagalizia.com/2008/06/more-prosy-points/
37,2008-06-25,Things I have learned from Anglu,https://daphnecaruanagalizia.com/2008/06/things-i-have-learned-from-anglu/
38,2008-06-24,"Oh, so we do have divorce",https://daphnecaruanagalizia.com/2008/06/oh-so-we-do-have-divorce/
39,2008-06-24,The first miracle: an immaculate conception,https://daphnecaruanagalizia.com/2008/06/the-first-miracle-an-immaculate-conception/
40,2008-06-23,More hysterics from Labour,https://daphnecaruanagalizia.com/2008/06/more-hysterics-from-labour/
41,2008-06-22,Stone the scarlet women,https://daphnecaruanagalizia.com/2008/06/stone-the-scarlet-women/
42,2008-06-20,Everything changes and everything stays the same,https://daphnecaruanagalizia.com/2008/06/everything-changes-and-everything-stays-the-same/
43,2008-06-20,A new magazine about business in Malta,https://daphnecaruanagalizia.com/2008/06/a-new-magazine-about-business-in-malta/
44,2008-07-31,Ding-dong hell,https://daphnecaruanagalizia.com/2008/07/ding-dong-hell/
45,2008-07-27,"Put a stop to the fairytale reporting, please",https://daphnecaruanagalizia.com/2008/07/put-a-stop-to-the-fairytale-reporting-please/
46,2008-07-25,A view to a kill,https://daphnecaruanagalizia.com/2008/07/a-view-to-a-kill/
47,2008-07-25,How not to save the planet,https://daphnecaruanagalizia.com/2008/07/how-not-to-save-the-planet/
48,2008-07-24,"Good grief, they spoke the word",https://daphnecaruanagalizia.com/2008/07/good-grief-they-spoke-the-word/
49,2008-07-23,Another Maltese to be proud of,https://daphnecaruanagalizia.com/2008/07/another-maltese-to-be-proud-of/
50,2008-07-22,Extreme office politics,https://daphnecaruanagalizia.com/2008/07/extreme-office-politics/
51,2008-07-20,"No placards, no banners…..a sub-literate demonstration",https://daphnecaruanagalizia.com/2008/07/no-placards-no-banners%e2%80%a6a-sub-literate-demonstration/
52,2008-07-17,For shame,https://daphnecaruanagalizia.com/2008/07/for-shame/
53,2008-07-15,The first Maltese at Chateau d’If,https://daphnecaruanagalizia.com/2008/07/the-first-maltese-at-chateau-d%e2%80%99if/
54,2008-07-13,Better an abused system than no system at all,https://daphnecaruanagalizia.com/2008/07/better-an-abused-system-than-no-system-at-all/
55,2008-08-31,"Hurry, the gravy-train is leaving the station",https://daphnecaruanagalizia.com/2008/08/hurry-the-gravy-train-is-leaving-the-station/
56,2008-08-31,Enough about that twenty pounds already,https://daphnecaruanagalizia.com/2008/08/enough-about-that-twenty-pounds-already/
57,2008-08-31,"America 1960, Malta 2008",https://daphnecaruanagalizia.com/2008/08/america-1960-malta-2008/
58,2008-08-31,There's a tiger in his tank,https://daphnecaruanagalizia.com/2008/08/theres-a-tiger-in-his-tank/
59,2008-08-30,SOS Georgia,https://daphnecaruanagalizia.com/2008/08/sos-georgia/
60,2008-08-30,Minn wara l-muntanji,https://daphnecaruanagalizia.com/2008/08/minn-wara-l-muntanji/
61,2008-08-30,Keeping the marriage together at all costs,https://daphnecaruanagalizia.com/2008/08/keeping-the-marriage-together-at-all-costs/
62,2008-08-29,Another howler,https://daphnecaruanagalizia.com/2008/08/another-howler/
63,2008-08-29,They couldn't wait for liberalisation,https://daphnecaruanagalizia.com/2008/08/they-couldnt-wait-for-liberalisation/
64,2008-08-28,"Cocaine and gonorrhoea – but please, no divorce",https://daphnecaruanagalizia.com/2008/08/cocaine-and-gonorrhoea-but-please-no-divorce/
65,2008-08-27,To hell with Mintoff,https://daphnecaruanagalizia.com/2008/08/to-hell-with-mintoff/
66,2008-09-30,Ja pecluq li hu,https://daphnecaruanagalizia.com/2008/09/ja-pecluq-li-hu/
67,2008-09-30,"Qishom tal-festa, jigbru ghan-nar",https://daphnecaruanagalizia.com/2008/09/qishom-tal-festa-jigbru-ghan-nar/
68,2008-09-30,Joey and the old bats,https://daphnecaruanagalizia.com/2008/09/joey-and-the-old-bats/
69,2008-09-30,Celebrity quote of the year,https://daphnecaruanagalizia.com/2008/09/celebrity-quote-of-the-year/
70,2008-09-29,"Daphne's opinion, indeed.",https://daphnecaruanagalizia.com/2008/09/daphnes-opinion-indeed/
71,2008-09-28,"Quick, redeem those Gozitans",https://daphnecaruanagalizia.com/2008/09/quick-redeem-those-gozitans/
72,2008-09-28,"Get things into perspective, will you?",https://daphnecaruanagalizia.com/2008/09/get-things-into-perspective-will-you/
73,2008-09-28,"If God provides, we needn't bother",https://daphnecaruanagalizia.com/2008/09/if-god-provides-we-neednt-bother/
74,2008-09-25,Closed for business,https://daphnecaruanagalizia.com/2008/09/closed-for-business/
75,2008-09-25,What national crisis?,https://daphnecaruanagalizia.com/2008/09/what-national-crisis/
76,2008-09-24,Here's another one about Sarah Palin,https://daphnecaruanagalizia.com/2008/09/heres-another-one-about-sarah-palin/
77,2008-10-31,Insight into a Lejberrrr brain,https://daphnecaruanagalizia.com/2008/10/insight-into-a-lejberrrr-brain/
78,2008-10-31,I'm getting all angry and upset watching Xarabank,https://daphnecaruanagalizia.com/2008/10/im-getting-all-angry-and-upset-watching-xarabank/
79,2008-10-31,"Miskin, Mintoff suffered so much more than Anthony Mifsud",https://daphnecaruanagalizia.com/2008/10/miskin-mintoff-suffered-so-much-more-than-anthony-mifsud/
80,2008-10-31,It's not looking good for poor Anthony Mifsud (not that it ever was),https://daphnecaruanagalizia.com/2008/10/its-not-looking-good-for-poor-anthony-mifsud-not-that-it-ever-was/
81,2008-10-31,Does anyone at the Curia have a packet of wet-wipes to hand?,https://daphnecaruanagalizia.com/2008/10/does-anyone-at-the-curia-have-a-packet-of-wet-wipes-to-hand/
82,2008-10-30,I ain't sittin' in this darn hole no more,https://daphnecaruanagalizia.com/2008/10/i-aint-sittin-in-this-darn-hole-no-more/
83,2008-10-30,Partit miftuh ghal kullhadd,https://daphnecaruanagalizia.com/2008/10/partit-miftuh-ghal-kullhadd/
84,2008-10-30,"So it's over, is it?",https://daphnecaruanagalizia.com/2008/10/so-its-over-is-it/
85,2008-10-30,Here are some people who won't be manifesting with Joseph,https://daphnecaruanagalizia.com/2008/10/here-are-some-people-who-wont-be-manifesting-with-joseph/
86,2008-10-30,Amen to that,https://daphnecaruanagalizia.com/2008/10/amen-to-that/
87,2008-10-30,More astounding ignorance from Muscat and those Johnnies who advise him,https://daphnecaruanagalizia.com/2008/10/more-astounding-ignorance-from-muscat-and-those-johnnies-who-advise-him/
88,2008-11-30,An important judgement by the Grand Chamber of the European Court of Human Rights,https://daphnecaruanagalizia.com/2008/11/an-important-judgement-by-the-grand-chamber-of-the-european-court-of-human-rights/
89,2008-11-30,"Oh, the pig’s tail has gone",https://daphnecaruanagalizia.com/2008/11/oh-the-pig%e2%80%99s-tail-has-gone/
90,2008-11-29,Firewood,https://daphnecaruanagalizia.com/2008/11/firewood/
91,2008-11-27,A new image for Labour,https://daphnecaruanagalizia.com/2008/11/a-new-image-for-labour/
92,2008-11-27,Donna Summer for the MUMN,https://daphnecaruanagalizia.com/2008/11/donna-summer-for-the-mumn/
93,2008-11-27,A little bit of lipstick goes a long way,https://daphnecaruanagalizia.com/2008/11/a-little-bit-of-lipstick-goes-a-long-way/
94,2008-11-26,Mumbai,https://daphnecaruanagalizia.com/2008/11/mumbai/
95,2008-11-25,"Roll on, December",https://daphnecaruanagalizia.com/2008/11/roll-on-december/
96,2008-11-23,Kina Lillet,https://daphnecaruanagalizia.com/2008/11/kina-lillet/
97,2008-11-23,The gang-rape of commonsense,https://daphnecaruanagalizia.com/2008/11/the-gang-rape-of-commonsense/
98,2008-11-21,"Remember that Lm1,200 cheque, Muscat?",https://daphnecaruanagalizia.com/2008/11/remember-that-lm1200-cheque-muscat/
99,2008-12-31,"19,450 comments",https://daphnecaruanagalizia.com/2008/12/19450-comments/
100,2008-12-31,Happy New Year,https://daphnecaruanagalizia.com/2008/12/happy-new-year/
101,2008-12-31,"No, The Times didn't commit murder",https://daphnecaruanagalizia.com/2008/12/no-the-times-didnt-commit-murder/
102,2008-12-31,Denis Catania the immigrant saves Malta all the way from the US of A,https://daphnecaruanagalizia.com/2008/12/denis-catania-the-immigrant-saves-malta-all-the-way-from-the-us-of-a/
103,2008-12-31,I would expect nothing more from the country that gave us fascism and Mussolini,https://daphnecaruanagalizia.com/2008/12/i-would-expect-nothing-more-from-the-country-that-gave-us-fascism-and-mussolini/
104,2008-12-30,"That's right, there's no racism in Malta",https://daphnecaruanagalizia.com/2008/12/thats-right-theres-no-racism-in-malta/
105,2008-12-30,This one wasn't from Somalia,https://daphnecaruanagalizia.com/2008/12/this-one-wasnt-from-somalia/
106,2008-12-30,Facebook 1; Boob Neurotics 0,https://daphnecaruanagalizia.com/2008/12/facebook-1-boob-neurotics-0/
107,2008-12-30,No wonder the older generation stayed in the closet,https://daphnecaruanagalizia.com/2008/12/no-wonder-the-older-generation-stayed-in-the-closet/
108,2008-12-30,"A fatwa on Birmingham Airport, says Jacqueline",https://daphnecaruanagalizia.com/2008/12/a-fatwa-on-birmingham-airport-says-jacqueline/
109,2008-12-30,What was it that police officer said? That this is not Somalia?,https://daphnecaruanagalizia.com/2008/12/what-was-it-that-police-officer-said-that-this-is-not-somalia/
110,2009-01-29,Grumbling about your electricity bill? This will take your mind off it.,https://daphnecaruanagalizia.com/2009/01/grumbling-about-your-electricity-bill-this-will-take-your-mind-off-it/
111,2009-01-29,"No, the end isn’t nigh",https://daphnecaruanagalizia.com/2009/01/no-the-end-isn%e2%80%99t-nigh/
112,2009-01-29,Money,https://daphnecaruanagalizia.com/2009/01/money/
113,2009-01-28,Guest post by Sharon Ellul Bonici,https://daphnecaruanagalizia.com/2009/01/guest-post-by-sharon-ellul-bonici/
114,2009-01-26,"And then we look down on Islamic states as backward, for doing just this kind of thing",https://daphnecaruanagalizia.com/2009/01/and-then-we-look-down-on-islamic-states-as-backward-for-doing-just-this-kind-of-thing/
115,2009-01-26,There speaks the albatross round the party's neck – again,https://daphnecaruanagalizia.com/2009/01/there-speaks-the-albatross-round-the-partys-neck/
116,2009-01-26,Even a 40-foot trailer isn't safe on an island where bushes are stolen from roundabouts,https://daphnecaruanagalizia.com/2009/01/even-a-40-foot-trailer-isnt-safe-on-an-island-where-bushes-are-stolen-from-roundabouts/
117,2009-01-26,Damn right it's the Year of the Ox,https://daphnecaruanagalizia.com/2009/01/damn-right-its-the-year-of-the-ox/
118,2009-01-26,Razza ta' nies pruzuntuzi li nifhmu u nindahlu f'kollox,https://daphnecaruanagalizia.com/2009/01/razza-ta-nies-pruzuntuzi-li-nifhmu-u-nindahlu-fkollox/
119,2009-01-26,"Oh please, no running with the hares and hunting with the hounds",https://daphnecaruanagalizia.com/2009/01/oh-please-no-running-with-the-hares-and-hunting-with-the-hounds/
120,2009-01-26,Another Italian right-wing a**-hole,https://daphnecaruanagalizia.com/2009/01/another-italian-right-wing-a-hole/
121,2009-02-28,Tow Karmenu to Libya – sign our petition NOW,https://daphnecaruanagalizia.com/2009/02/tow-karmenu-to-libya-sign-our-petition-now/
122,2009-02-28,Oh. My. God. Karmenu gets on the bandwagon too,https://daphnecaruanagalizia.com/2009/02/oh-my-god-karmenu-gets-on-the-bandwagon-too/
123,2009-02-28,Thinking like a true Maltese,https://daphnecaruanagalizia.com/2009/02/thinking-like-a-true-maltese/
124,2009-02-28,Maltese charity,https://daphnecaruanagalizia.com/2009/02/maltese-charity/
125,2009-02-28,Mr Conflict of Interest shoots his mouth off again,https://daphnecaruanagalizia.com/2009/02/mr-conflict-of-interest-shoots-his-mouth-off-again/
126,2009-02-28,Il-kanzunetta rebbieha tal-Eurovision,https://daphnecaruanagalizia.com/2009/02/il-kanzunetta-rebbieha-tal-eurovision/
127,2009-02-27,Do NOT vote for this man,https://daphnecaruanagalizia.com/2009/02/do-not-vote-for-this-man/
128,2009-02-27,Romegas and Dock No. 1,https://daphnecaruanagalizia.com/2009/02/romegas-and-dock-no-1/
129,2009-02-27,The wisdom of The People (7),https://daphnecaruanagalizia.com/2009/02/the-wisdom-of-the-people-7/
130,2009-02-27,Minn wara l-kwinti,https://daphnecaruanagalizia.com/2009/02/minn-wara-l-kwinti/
131,2009-02-27,A letter from somebody who doesn't know what he's talking about – according to Bo Peep and her sheep,https://daphnecaruanagalizia.com/2009/02/a-letter-from-somebody-who-doesnt-know-what-hes-talking-about-according-to-bo-peep-and-her-sheep/
132,2009-03-31,Muscat jisfida l-kritici u imur jiekol hemborger ma' Michelle illejla,https://daphnecaruanagalizia.com/2009/03/muscat-jisfida-l-kritici-u-mmur-jiekol-hemborger-ma-michelle-illejla/
133,2009-03-31,BBQ Najt tal-Labour il-Birgu,https://daphnecaruanagalizia.com/2009/03/bbq-najt-tal-labour-il-birgu/
134,2009-03-31,The harsh reality behind Muscat's ghoxrin-punt plan,https://daphnecaruanagalizia.com/2009/03/the-harsh-reality-behind-muscats-ghoxrin-punt-plan/
135,2009-03-30,Banned by our Soviet friends in the 1980s,https://daphnecaruanagalizia.com/2009/03/banned-by-our-soviet-friends-in-the-1980s/
136,2009-03-30,"Oh grow up, Joseph Muscat",https://daphnecaruanagalizia.com/2009/03/oh-grow-up-joseph-muscat/
137,2009-03-30,Muscat celebrates freedom from L-Inglizi,https://daphnecaruanagalizia.com/2009/03/muscat-celebrates-freedom-from-l-inglizi/
138,2009-03-29,"What I did on my holidess, by Anglu and Joseph",https://daphnecaruanagalizia.com/2009/03/what-i-did-on-my-holidess-by-anglu-and-joseph/
139,2009-03-29,27 years after the loincloth,https://daphnecaruanagalizia.com/2009/03/27-years-after-the-loincloth/
140,2009-03-29,4:1,https://daphnecaruanagalizia.com/2009/03/41/
141,2009-03-29,"""I tell people what to do with their money""",https://daphnecaruanagalizia.com/2009/03/i-tell-people-what-to-do-with-their-money/
142,2009-03-29,"I’m sorry, but I have a subsequent engagement",https://daphnecaruanagalizia.com/2009/03/i%e2%80%99m-sorry-but-i-have-a-subsequent-engagement/
143,2009-04-30,"""No regrets. I was right.""",https://daphnecaruanagalizia.com/2009/04/no-regrets-i-was-right/
144,2009-04-30,An obsession with voting,https://daphnecaruanagalizia.com/2009/04/an-obsession-with-voting/
145,2009-04-29,"Yes, the ban on spring hunting has made a positive difference",https://daphnecaruanagalizia.com/2009/04/yes-the-ban-on-spring-hunting-has-made-a-positive-difference/
146,2009-04-28,Malta gears up for the barbecue season,https://daphnecaruanagalizia.com/2009/04/malta-gears-up-for-the-barbecue-season/
147,2009-04-28,As if we needed telling,https://daphnecaruanagalizia.com/2009/04/as-if-we-needed-telling/
148,2009-04-27,Angelik gives birth to Rosemary's baby,https://daphnecaruanagalizia.com/2009/04/angelik-gives-birth-to-rosemarys-baby/
149,2009-04-26,The Madonna gold rush,https://daphnecaruanagalizia.com/2009/04/the-madonna-gold-rush/
150,2009-04-25,"Il-Madonna, using the internet would have been simpler",https://daphnecaruanagalizia.com/2009/04/il-madonna-using-the-internet-would-have-been-simpler/
151,2009-04-25,Out tomorrow,https://daphnecaruanagalizia.com/2009/04/out-tomorrow-2/
152,2009-04-24,"Hey, it's von Fred on Xarabank",https://daphnecaruanagalizia.com/2009/04/hey-its-von-fred-on-xarabank/
153,2009-04-23,"New Labour, new men – spare me",https://daphnecaruanagalizia.com/2009/04/new-labour-new-men-spare-me/
154,2009-05-31,Slapdash words for a slapdash attitude,https://daphnecaruanagalizia.com/2009/05/slapdash-words-for-a-slapdash-attitude/
155,2009-05-30,Muscat wanted the state to buy his car and give it back to him,https://daphnecaruanagalizia.com/2009/05/muscat-wanted-the-state-to-buy-his-car-and-give-it-back-to-him/
156,2009-05-29,"Oh, look – a message from somebody planning to vote for Edward Scicluna",https://daphnecaruanagalizia.com/2009/05/oh-look-a-message-from-somebody-planning-to-vote-for-edward-scicluna/
157,2009-05-29,"Happy birthday, O Mexxej",https://daphnecaruanagalizia.com/2009/05/happy-birthday-o-mexxej/
158,2009-05-29,Mein lieber Schulz takes the bus,https://daphnecaruanagalizia.com/2009/05/mein-liebe-schulz-takes-the-bus/
159,2009-05-28,Money makes their world go round,https://daphnecaruanagalizia.com/2009/05/money-makes-their-world-go-round/
160,2009-05-27,He’s so cool – he doesn’t know how much his car cost,https://daphnecaruanagalizia.com/2009/05/he%e2%80%99s-so-cool-%e2%80%93-he-doesn%e2%80%99t-know-how-much-his-car-cost/
161,2009-05-27,"X'faqa U-turn dak, Dwart!",https://daphnecaruanagalizia.com/2009/05/xfaqa-u-turn-dak-dwart/
162,2009-05-27,"Oh baby, you have to watch this one",https://daphnecaruanagalizia.com/2009/05/oh-baby-you-have-to-watch-this-one/
163,2009-05-27,"Edward Scicluna – ""it's impossible for healthcare to remain free to all""",https://daphnecaruanagalizia.com/2009/05/edward-scicluna-its-impossible-for-healthcare-to-remain-free-to-all/
164,2009-05-25,"Joseph and Michelle spend EUR60,000 on cars",https://daphnecaruanagalizia.com/2009/05/joseph-and-michelle-spend-eur60000-on-cars/
165,2009-06-30,The People project their problems onto Paul and Publius,https://daphnecaruanagalizia.com/2009/06/the-people-project-their-problems-onto-paul-and-publius/
166,2009-06-29,"Kajbews and Indians, Muslims and Christians",https://daphnecaruanagalizia.com/2009/06/kajbews-and-indians-muslims-and-christians/
167,2009-06-29,"Come on, Astrid! We're waiting",https://daphnecaruanagalizia.com/2009/06/come-on-astrid-were-waiting/
168,2009-06-28,Where's Astrid?,https://daphnecaruanagalizia.com/2009/06/wheres-astrid/
169,2009-06-28,"Oh, baby – I just love page 5 of The Sunday Times",https://daphnecaruanagalizia.com/2009/06/oh-baby-i-just-love-page-5-of-the-sunday-times/
170,2009-06-28,Visit Valletta and see the plans,https://daphnecaruanagalizia.com/2009/06/visit-valletta-and-see-the-plans/
171,2009-06-28,The naysayers gird their loins,https://daphnecaruanagalizia.com/2009/06/the-naysayers-gird-their-loins/
172,2009-06-26,Crazy story no. 2,https://daphnecaruanagalizia.com/2009/06/crazy-story-no-2/
173,2009-06-26,Crazy story no. 1,https://daphnecaruanagalizia.com/2009/06/crazy-story-no-1/
174,2009-06-26,Taking money off the gullible,https://daphnecaruanagalizia.com/2009/06/taking-money-off-the-gullible/
175,2009-06-26,Cocaine island,https://daphnecaruanagalizia.com/2009/06/cocaine-island/
176,2009-07-31,Herr Flick would have us know that he is not a cripple,https://daphnecaruanagalizia.com/2009/07/herr-flick-would-have-us-know-that-he-is-not-a-cripple/
177,2009-07-31,"Labour and FAA – they're the frigging limit. Project blockers, the lot of them.",https://daphnecaruanagalizia.com/2009/07/labour-and-faa-theyre-the-frigging-limit-project-blockers-the-lot-of-them/
178,2009-07-30,I just wish The People would stop speaking for five damned minutes,https://daphnecaruanagalizia.com/2009/07/i-just-wish-the-people-would-stop-speaking-for-five-damned-minutes/
179,2009-07-30,The orange man and Jessica Rabbit,https://daphnecaruanagalizia.com/2009/07/the-orange-man-and-jessica-rabbit/
180,2009-07-28,So it's true: the beauty gap between the sexes IS widening,https://daphnecaruanagalizia.com/2009/07/so-its-true-the-beauty-gap-between-the-sexes-is-widening/
181,2009-07-28,FAA reaction to the City Gate project: a thriller in four parts. Part II out now.,https://daphnecaruanagalizia.com/2009/07/faa-reaction-to-the-city-gate-project-a-thriller-in-four-parts-part-ii-out-now/
182,2009-07-27,"The curious case of the married woman who applied for a permit in her name, meta dawn l-affarijiet suppost jaghmilhom il-kap tal-familja",https://daphnecaruanagalizia.com/2009/07/the-curious-case-of-the-married-woman-who-applied-for-a-permit-in-her-name-meta-dawn-l-affarijiet-suppost-jaghmilhom-il-kap-tal-familja/
183,2009-07-26,Guest post: Politicians have to face marriage facts,https://daphnecaruanagalizia.com/2009/07/guest-post-politicians-have-to-face-marriage-facts/
184,2009-07-26,More parking space for Astrid (Miriam already has hers in Valletta),https://daphnecaruanagalizia.com/2009/07/more-parking-space-for-astrid-miriam-already-has-hers-in-valletta/
185,2009-07-26,Astrid Vella – her public affairs tactics are modelled on those of Alfred Sant,https://daphnecaruanagalizia.com/2009/07/astrid-vella-her-public-affairs-tactics-are-modelled-on-those-of-alfred-sant/
186,2009-07-26,"Oh golly gumdrops, the oracle has spoken",https://daphnecaruanagalizia.com/2009/07/oh-golly-gumdrops-the-oracle-has-spoken/
187,2009-08-30,No longer born free,https://daphnecaruanagalizia.com/2009/08/no-longer-born-free/
188,2009-08-27,More wisdom of The People: immigrants are living off our blood like lychees,https://daphnecaruanagalizia.com/2009/08/more-wisdom-of-the-people-immigrants-are-living-off-our-blood-like-lychees/
189,2009-08-27,Like an animal,https://daphnecaruanagalizia.com/2009/08/like-an-animal/
190,2009-08-26,You can't teach an old dog new tricks,https://daphnecaruanagalizia.com/2009/08/3695/
191,2009-08-23,Yawn,https://daphnecaruanagalizia.com/2009/08/yawn/
192,2009-08-22,The People – some of them are crackers,https://daphnecaruanagalizia.com/2009/08/the-people-some-of-them-are-crackers/
193,2009-08-20,The archbishop’s arguments lack logic,https://daphnecaruanagalizia.com/2009/08/the-archbishop%e2%80%99s-arguments-lack-logic/
194,2009-08-19,"Oh-oh, standards are falling further",https://daphnecaruanagalizia.com/2009/08/oh-oh-standards-are-falling-further/
195,2009-08-17,And now it's a hen,https://daphnecaruanagalizia.com/2009/08/and-now-its-a-hen/
196,2009-08-16,Be careful what you wish for,https://daphnecaruanagalizia.com/2009/08/be-careful-what-you-wish-for/
197,2009-08-14,The duck that lays the golden duck,https://daphnecaruanagalizia.com/2009/08/the-ducks-that-lays-the-golden-duck/
198,2009-09-30,How much did Joseph Muscat pay for this letter?,https://daphnecaruanagalizia.com/2009/09/how-much-did-joseph-muscat-pay-for-this-letter/
199,2009-09-29,"Oh-oh, someone's coming up behind him…..",https://daphnecaruanagalizia.com/2009/09/oh-oh-someones-coming-up-behind-him/
200,2009-09-28,"Ghamlilna bye-bye, il-men",https://daphnecaruanagalizia.com/2009/09/ghamlilna-bye-bye-il-men/
201,2009-09-27,Something else to bicker about,https://daphnecaruanagalizia.com/2009/09/something-else-to-bicker-about/
202,2009-09-26,"Simple things are hard to understand, it seems",https://daphnecaruanagalizia.com/2009/09/simple-things-are-hard-to-understand-it-seems/
203,2009-09-26,Armed and mental,https://daphnecaruanagalizia.com/2009/09/armed-and-mental/
204,2009-09-26,I like this lady more and more,https://daphnecaruanagalizia.com/2009/09/i-like-this-lady-more-and-more/
205,2009-09-24,Fairness is as fairness does,https://daphnecaruanagalizia.com/2009/09/fairness-is-as-fairness-does/
206,2009-09-13,"A general interdiction is nothing, says Vince",https://daphnecaruanagalizia.com/2009/09/a-general-interdiction-is-nothing-says-vince/
207,2009-09-07,"Animal welfare, human rights",https://daphnecaruanagalizia.com/2009/09/animal-welfare-human-rights/
208,2009-09-03,Keeping up with the Camilleris,https://daphnecaruanagalizia.com/2009/09/keeping-up-with-the-camilleris/
209,2009-10-30,Oh fabulous. Now they’re ashamed to be Labour.,https://daphnecaruanagalizia.com/2009/10/oh-fabulous-now-they%e2%80%99re-ashamed-to-be-labour/
210,2009-10-26,Somebody really needs to tell Joseph Muscat to f**k off,https://daphnecaruanagalizia.com/2009/10/somebody-really-needs-to-tell-joseph-muscat-to-fk-off/
211,2009-10-26,Freedom Day and all that,https://daphnecaruanagalizia.com/2009/10/freedom-day-and-all-that/
212,2009-10-26,Apologists and apologies,https://daphnecaruanagalizia.com/2009/10/apologists-and-apologies/
213,2009-10-22,Bring out the palm fronds – we’ve got the donkey already,https://daphnecaruanagalizia.com/2009/10/bring-out-the-palm-fronds-%e2%80%93-we%e2%80%99ve-got-the-donkey-already/
